Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
3219,3219:  Mini TIE Fighter,1 Nov 2002 - 31 Dec 2003 (1y 1m 29d),PVP no disponible,~€22.55,~€4.30,✭✭✭✭✩ 3.3 77 ratings 5 reviews
3340,"3340:  Star Wars #1 - Emperor Palpatine, Darth Maul and Darth Vader",Año no disponible,$5.00,~€152.07,~€119.61,✭✭✭✭✩ 4.2 45 ratings 4 reviews
3341,"3341:  Star Wars #2 - Luke Skywalker, Han Solo and Boba Fett",Año no disponible,$5.00,~€153.08,~€94.80,✭✭✭✭✭ 4.3 37 ratings 3 reviews
3342,3342:  Star Wars #3 - Chewbacca and 2 Biker Scouts,Año no disponible,$5.00,~€72.49,~€48.86,✭✭✭✭✩ 4.2 28 ratings 4 reviews
3343,3343:  Star Wars #4 - Battle Droid Commander and 2 Battle Droids,Año no disponible,$5.00,~€67.75,~€36.30,✭✭✭✭✩ 3.9 33 ratings 5 reviews
4475,4475:  Jabba's Message,1 Jan 2003 - 31 Dec 2003 (11m 29d),$7.00,~€82.34,~€42.18,✭✭✭✭✩ 3.8 200 ratings 36 reviews
4476,4476:  Jabba's Prize,1 Jan 2003 - 31 Dec 2003 (11m 29d),$7.00,~€123.48,~€56.36,✭✭✭✭✩ 3.8 193 ratings 32 reviews
4477,4477:  T-16 Skyhopper,1 Jan 2003 - 31 Dec 2003 (11m 29d),"$15.00, €18.99",~€67.82,~€25.88,✭✭✭✭✩ 3.4 137 ratings 16 reviews
4478,4478:  Geonosian Fighter,1 Jan 2003 - 31 Dec 2004 (1y 11m 29d),"$20.00, €28.99",~€160.74,~€72.77,✭✭✭✭✩ 3.9 163 ratings 30 reviews
4479,4479:  TIE Bomber,1 Jan 2003 - 1 Apr 2005 (2y 2m 29d),"$30.00, €39.99",~€164.00,~€54.88,✭✭✭✭✩ 3.9 159 ratings 23 reviews Brickset review
4480,4480:  Jabba's Palace,1 Jan 2003 - 31 Dec 2004 (1y 11m 29d),"$30.00, €39.99",~€250.49,~€152.93,✭✭✭✭✩ 3.8 144 ratings 24 reviews
4481,4481:  Hailfire Droid,1 Jun 2003 - 31 Dec 2003 (6m 30d),$50.00,~€269.04,~€138.89,✭✭✭✭✩ 4.1 77 ratings 16 reviews
4482,4482:  AT-TE,1 Jan 2003 - 31 Dec 2004 (1y 11m 29d),"$70.00, €94.99",~€536.96,~€221.08,✭✭✭✭✩ 4.2 97 ratings 16 reviews
4483,4483:  AT-AT,1 Jun 2003 - 31 Dec 2004 (1y 7m),"$100.00, €129.99",~€385.13,~€141.40,✭✭✭✭✭ 4.4 177 ratings 48 reviews
4484,4484:  X-wing Fighter & TIE Advanced,1 Jan 2003 - 31 Dec 2003 (11m 29d),$4.00,~€25.85,~€9.16,✭✭✭✭✩ 3.6 142 ratings 18 reviews
4485,4485:  Sebulba's Podracer & Anakin's Podracer,1 Jan 2003 - 31 Dec 2003 (11m 29d),$4.00,~€12.53,~€6.09,✭✭✭✭✩ 3.5 128 ratings 27 reviews
4486,4486:  AT-ST & Snowspeeder,1 Jan 2003 - 31 Dec 2003 (11m 29d),$4.00,~€20.19,~€9.26,✭✭✭✭✩ 3.7 148 ratings 20 reviews
4487,4487:  Jedi Starfighter & Slave I,1 Jan 2003 - 31 Dec 2003 (11m 29d),$4.00,~€29.48,~€8.55,✭✭✭✭✩ 3.7 143 ratings 21 reviews
4488,4488:  Millennium Falcon,1 Jun 2003 - 1 Jun 2004 (1y),$7.00,~€45.77,~€16.01,✭✭✭✭✩ 3.7 134 ratings 13 reviews
4489,4489:  AT-AT,1 Jun 2003 - 1 Jun 2004 (1y),$7.00,~€35.74,~€12.49,✭✭✭✭✩ 3.4 100 ratings 12 reviews
4490,4490:  Republic Gunship,1 Jun 2003 - 1 Jun 2004 (1y),$7.00,~€35.35,~€15.90,✭✭✭✭✩ 3.8 97 ratings 12 reviews
4491,4491:  MTT,1 Jun 2003 - 1 Jun 2004 (1y),$7.00,~€20.22,~€7.35,✭✭✭✭✩ 3.6 109 ratings 16 reviews
4492,4492:  Star Destroyer,1 Jan 2004 - 31 Dec 2004 (11m 30d),$7.00,~€27.25,~€10.91,✭✭✭✭✩ 3.8 112 ratings 16 reviews
4493,4493:  Sith Infiltrator,1 Jan 2004 - 31 Dec 2004 (11m 30d),$6.99,~€18.83,~€10.52,✭✭✭✭✩ 3.5 65 ratings 5 reviews
4494,4494:  Imperial Shuttle,1 Jan 2004 - 31 Dec 2004 (11m 30d),$7.00,~€26.38,~€9.66,✭✭✭✭✩ 3.8 99 ratings 10 reviews
7113,7113:  Tusken Raider Encounter,23 Apr 2002 - 31 Dec 2003 (1y 8m 8d),$10.00,~€71.75,~€27.68,✭✭✭✭✩ 3.9 211 ratings 35 reviews
7115,7115:  Gungan Patrol,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$10.00,~€85.03,~€40.22,✭✭✭✭✩ 3.6 174 ratings 17 reviews
7119,7119:  Twin-Pod Cloud Car,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$10.00,~€51.65,~€18.28,✭✭✭✭✩ 3.6 211 ratings 23 reviews
7121,7121:  Naboo Swamp,1 Apr 1999 - 31 Dec 2000 (1y 9m),$10.00,~€91.08,~€26.88,✭✭✭✭✩ 3.6 240 ratings 21 reviews
7124,7124:  Flash Speeder,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$10.00,~€76.92,~€21.94,✭✭✭✭✩ 3.8 174 ratings 20 reviews
7126,7126:  Battle Droid Carrier,1 Jan 2001 - 31 Dec 2001 (11m 29d),$10.00,~€139.16,~€31.46,✭✭✭✭✩ 3.9 112 ratings 18 reviews
7127,7127:  Imperial AT-ST,1 Jan 2001 - 31 Dec 2002 (1y 11m 28d),$10.00,~€81.35,~€23.78,✭✭✭✭✩ 3.5 215 ratings 17 reviews Brickset review
7128,7128:  Speeder Bikes,1 Mar 1999 - 31 Dec 2000 (1y 10m 1d),$10.00,~€66.41,~€26.79,✭✭✭✭✩ 4.0 312 ratings 26 reviews
7130,7130:  Snowspeeder,22 Feb 1999 - 31 Dec 2000 (1y 10m 8d),$20.00,~€122.86,~€37.61,✭✭✭✭✩ 4.0 294 ratings 22 reviews
7131,7131:  Anakin's Podracer,1 Apr 1999 - 31 Dec 2000 (1y 9m),$15.00,~€99.50,~€22.95,✭✭✭✭✩ 3.7 207 ratings 10 reviews
7133,7133:  Bounty Hunter Pursuit,23 Apr 2002 - 31 Dec 2003 (1y 8m 8d),$30.00,~€367.44,~€141.21,✭✭✭✭✭ 4.3 182 ratings 17 reviews
7134,7134:  A-wing Fighter,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$15.00,~€79.01,~€22.92,✭✭✭✭✩ 3.6 171 ratings 10 reviews
7139,7139:  Ewok Attack,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$13.00,~€95.15,~€30.49,✭✭✭✭✩ 3.9 173 ratings 27 reviews
7140,7140:  X-wing Fighter,22 Feb 1999 - 31 Dec 2001 (2y 10m 8d),$30.00,~€256.45,~€50.26,✭✭✭✭✩ 4.2 304 ratings 27 reviews Brickset review
7141,7141:  Naboo Fighter,1 Apr 1999 - 31 Dec 2001 (2y 9m),$20.00,~€115.21,~€33.63,✭✭✭✭✩ 3.8 237 ratings 13 reviews
7142,7142:  X-wing Fighter,1 Oct 2002 - 31 Dec 2002 (2m 30d),$30.00,~€259.76,~€64.94,✭✭✭✭✩ 4.1 35 ratings 3 reviews
7143,7143:  Jedi Starfighter,18 Mar 2002 - 31 Dec 2003 (1y 9m 13d),$20.00,~€100.29,~€34.08,✭✭✭✭✩ 4.0 253 ratings 28 reviews
7144,7144:  Slave I,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$20.00,~€171.17,~€67.91,✭✭✭✭✩ 3.8 233 ratings 19 reviews
7146,7146:  TIE Fighter,1 Jan 2001 - 31 Dec 2002 (1y 11m 28d),$20.00,~€96.09,~€35.60,✭✭✭✭✩ 3.7 192 ratings 16 reviews
7150,7150:  TIE Fighter & Y-wing,22 Feb 1999 - 31 Dec 2000 (1y 10m 8d),$50.00,~€150.76,~€74.42,✭✭✭✭✩ 4.0 203 ratings 12 reviews
7151,7151:  Sith Infiltrator,1 Apr 1999 - 31 Dec 2000 (1y 9m),$30.00,~€137.85,~€37.92,✭✭✭✭✩ 3.5 169 ratings 11 reviews
7152,7152:  TIE Fighter & Y-wing,1 Oct 2002 - 31 Dec 2002 (2m 30d),$50.00,~€217.89,~€126.35,✭✭✭✭✩ 4.1 23 ratings 3 reviews
7153,7153:  Jango Fett's Slave I,23 Apr 2002 - 31 Dec 2003 (1y 8m 8d),$50.00,~€793.91,~€331.90,✭✭✭✭✩ 4.2 204 ratings 32 reviews
7155,7155:  Trade Federation AAT,1 May 2000 - 31 Dec 2001 (1y 8m),$20.00,~€180.03,~€57.86,✭✭✭✭✩ 4.1 142 ratings 15 reviews
7159,7159:  Star Wars Podracing Bucket,1 Jun 2000 - 31 Dec 2001 (1y 6m 30d),$25.00,~€186.39,~€59.69,✭✭✭✩✩ 3.1 36 ratings 3 reviews
7161,7161:  Gungan Sub,1 Apr 1999 - 31 Dec 2000 (1y 9m),$50.00,~€248.72,~€79.78,✭✭✭✭✩ 3.8 171 ratings 13 reviews
7163,7163:  Republic Gunship,23 Apr 2002 - 31 Dec 2003 (1y 8m 8d),$90.00,~€1063.67,~€326.07,✭✭✭✭✭ 4.4 173 ratings 31 reviews
7166,7166:  Imperial Shuttle,1 Jan 2001 - 31 Dec 2002 (1y 11m 28d),$35.00,~€140.50,~€60.89,✭✭✭✭✩ 4.1 153 ratings 18 reviews
7171,7171:  Mos Espa Podrace,1 Apr 1999 - 31 Dec 2000 (1y 9m),$90.00,~€309.09,~€131.56,✭✭✭✭✩ 4.1 145 ratings 13 reviews
7180,7180:  B-wing at Rebel Control Centre,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$30.00,~€138.70,~€52.50,✭✭✭✭✩ 3.9 142 ratings 11 reviews
7181,7181:  TIE Interceptor,1 Jul 2000 - 31 Dec 2001 (1y 6m),$100.00,~€997.04,~€324.30,✭✭✭✭✩ 4.2 117 ratings 6 reviews
7184,7184:  Trade Federation MTT,1 May 2000 - 31 Dec 2001 (1y 8m),$50.00,~€189.88,~€90.68,✭✭✭✭✩ 3.9 76 ratings 12 reviews
7186,7186:  Watto's Junkyard,1 Jan 2001 - 31 Dec 2001 (11m 29d),$50.00,~€498.03,~€278.92,✭✭✭✭✩ 3.9 46 ratings 5 reviews
7190,7190:  Millennium Falcon,1 Jul 2000 - 28 Feb 2002 (1y 7m 28d),$100.00,~€478.37,~€181.67,✭✭✭✭✩ 4.1 134 ratings 13 reviews
7191,7191:  X-wing Fighter,1 Jul 2000 - 28 Feb 2002 (1y 7m 28d),$150.00,~€1113.28,~€293.94,✭✭✭✭✩ 4.2 103 ratings 12 reviews Brickset review
7194,7194:  Yoda,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$99.99,~€409.66,~€194.07,✭✭✭✭✩ 4.0 71 ratings 2 reviews
7200,7200:  Final Duel I,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$7.00,~€86.19,~€29.23,✭✭✭✭✩ 3.8 228 ratings 24 reviews
7201,7201:  Final Duel II,1 Jan 2002 - 31 Dec 2002 (11m 29d),$7.00,~€48.76,~€22.62,✭✭✭✭✩ 3.8 237 ratings 35 reviews
7203,7203:  Jedi Defense I,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$7.00,~€85.19,~€32.13,✭✭✭✭✩ 3.8 175 ratings 27 reviews
7204,7204:  Jedi Defense II,1 Jan 2002 - 31 Dec 2002 (11m 29d),$7.00,~€97.41,~€31.74,✭✭✭✭✩ 3.8 144 ratings 17 reviews
7250,7250:  Clone Scout Walker,2 Apr 2005 - 31 Dec 2006 (1y 8m 29d),$10.00,~€77.86,~€29.11,✭✭✭✭✩ 4.0 353 ratings 59 reviews
7251,7251:  Darth Vader Transformation,2 Apr 2005 - 31 Dec 2005 (8m 29d),$7.00,~€58.79,~€36.70,✭✭✭✭✩ 3.7 185 ratings 22 reviews
7252,7252:  Droid Tri-Fighter,2 Apr 2005 - 31 Dec 2005 (8m 29d),$15.00,~€79.49,~€29.13,✭✭✭✭✩ 3.8 159 ratings 27 reviews
7255,7255:  General Grievous Chase,2 Apr 2005 - 31 Dec 2005 (8m 29d),$20.00,~€240.36,~€91.17,✭✭✭✭✩ 4.0 201 ratings 33 reviews
7256,7256:  Jedi Starfighter and Vulture Droid,1 Feb 2005 - 31 Dec 2006 (1y 10m 28d),$20.00,~€172.57,~€33.46,✭✭✭✭✩ 4.0 303 ratings 44 reviews
7257,7257:  Ultimate Lightsaber Duel,2 Apr 2005 - 31 Dec 2005 (8m 29d),$30.00,~€424.81,~€136.78,✭✭✭✩✩ 3.2 90 ratings 14 reviews
7258,7258:  Wookiee Attack,2 Apr 2005 - 31 Dec 2005 (8m 29d),$30.00,~€198.61,~€86.99,✭✭✭✭✩ 4.1 116 ratings 21 reviews
7259,7259:  ARC-170 Fighter,1 Mar 2005 - 31 Dec 2006 (1y 10m),$40.00,~€321.98,~€103.77,✭✭✭✭✭ 4.3 271 ratings 55 reviews
7260,7260:  Wookiee Catamaran,2 Apr 2005 - 31 Dec 2005 (8m 29d),$50.00,~€470.45,~€222.17,✭✭✭✭✩ 4.1 85 ratings 15 reviews
7261,7261:  Clone Turbo Tank,2 Apr 2005 - 1 Apr 2006 (11m 29d),$90.00,~€934.28,~€271.58,✭✭✭✭✭ 4.3 151 ratings 37 reviews
7261,"7261:  Clone Turbo Tank (non-light-up, 2006 edition)",Año no disponible,$90.00,~€760.74,~€286.49,✭✭✭✭✩ 4.2 46 ratings
7262,7262:  TIE Fighter and Y-wing,1 Sep 2004 - 31 Jan 2005 (4m 30d),$50.00,~€204.10,~€64.01,✭✭✭✭✩ 3.7 32 ratings 7 reviews
7263,7263:  TIE Fighter,1 Feb 2005 - 31 Dec 2005 (10m 28d),$20.00,~€223.24,~€60.04,✭✭✭✭✩ 4.0 154 ratings 18 reviews
7264,7264:  Imperial Inspection,1 Mar 2005 - 31 Dec 2005 (10m),$50.00,~€272.27,~€246.04,✭✭✭✭✭ 4.3 72 ratings 12 reviews
7283,7283:  Ultimate Space Battle,1 Oct 2005 - 31 Dec 2005 (2m 30d),$50.00,~€482.17,~€226.67,✭✭✭✭✭ 4.5 53 ratings 5 reviews
7654,7654:  Droids Battle Pack,1 Jan 2007 - 31 Jul 2008 (1y 6m 29d),$9.99 | More,~€73.02,~€25.45,✭✭✭✭✩ 4.1 461 ratings 64 reviews
7655,7655:  Clone Troopers Battle Pack,1 Jan 2007 - 31 Jul 2008 (1y 6m 29d),$9.99 | More,~€76.16,~€39.57,✭✭✭✭✩ 4.2 480 ratings 74 reviews
7656,7656:  General Grievous Starfighter,1 Jan 2007 - 31 Dec 2008 (1y 11m 29d),$19.99 | More,~€80.16,~€31.47,✭✭✭✭✩ 3.7 307 ratings 38 reviews
7657,7657:  AT-ST,1 Jan 2007 - 31 Jul 2008 (1y 6m 29d),$19.99 | More,~€82.09,~€27.78,✭✭✭✭✩ 3.8 295 ratings 43 reviews Brickset review
7658,7658:  Y-wing Fighter,1 Jan 2007 - 31 Jul 2008 (1y 6m 29d),$39.99 | More,~€92.14,~€43.45,✭✭✭✭✩ 4.1 234 ratings 32 reviews
7659,7659:  Imperial Landing Craft,1 Jan 2007 - 31 Dec 2008 (1y 11m 29d),$49.99 | More,~€121.17,~€69.13,✭✭✭✭✩ 4.0 247 ratings 39 reviews
7660,7660:  Naboo N-1 Starfighter with Vulture Droid,1 Jun 2007 - 31 Dec 2008 (1y 7m),$29.99 | More,~€141.04,~€41.64,✭✭✭✭✩ 3.9 249 ratings 36 reviews
7661,7661:  Jedi Starfighter with Hyperdrive Booster Ring,1 Jun 2007 - 31 Dec 2008 (1y 7m),$49.99 | More,~€298.14,~€120.69,✭✭✭✭✩ 4.2 225 ratings 21 reviews
7662,7662:  Trade Federation MTT,1 Jun 2007 - 31 Dec 2008 (1y 7m),$99.99 | More,~€864.54,~€311.00,✭✭✭✭✭ 4.5 303 ratings 50 reviews
7663,7663:  Sith Infiltrator,1 Aug 2007 - 31 Dec 2008 (1y 5m),$29.99 | More,~€139.15,~€38.02,✭✭✭✭✩ 3.7 143 ratings 23 reviews
7664,7664:  TIE Crawler,1 Aug 2007 - 31 Dec 2007 (4m 30d),$49.99 | More,~€154.62,~€85.06,✭✭✭✭✩ 3.6 89 ratings 19 reviews
7665,7665:  Republic Cruiser,1 Sep 2007 - 31 Dec 2008 (1y 4m),$89.99 | More,~€418.94,~€183.76,✭✭✭✭✭ 4.4 167 ratings 28 reviews
7666,7666:  Hoth Rebel Base,1 Sep 2007 - 31 Dec 2008 (1y 4m),$49.99 | More,~€180.56,~€100.88,✭✭✭✭✩ 4.0 162 ratings 33 reviews
7667,7667:  Imperial Dropship,1 Jan 2008 - 31 Dec 2009 (1y 11m 29d),$9.99 | More,~€46.26,~€18.62,✭✭✭✭✩ 4.0 572 ratings 64 reviews
7668,7668:  Rebel Scout Speeder,1 Jan 2008 - 31 Dec 2009 (1y 11m 29d),$9.99 | More,~€57.15,~€17.59,✭✭✭✭✩ 4.0 584 ratings 60 reviews
7669,7669:  Anakin's Jedi Starfighter,1 Jan 2008 - 31 Dec 2009 (1y 11m 29d),$19.99 | More,~€111.41,~€25.98,✭✭✭✭✩ 3.8 391 ratings 49 reviews
7670,7670:  Hailfire Droid & Spider Droid,1 Jan 2008 - 31 Dec 2009 (1y 11m 29d),$19.99 | More,~€104.86,~€43.92,✭✭✭✭✩ 3.9 306 ratings 49 reviews
7671,7671:  AT-AP Walker,1 Jan 2008 - 31 Dec 2009 (1y 11m 29d),$39.99 | More,~€122.18,~€59.04,✭✭✭✭✩ 4.1 194 ratings 35 reviews
7672,7672:  Rogue Shadow,1 Jan 2008 - 31 Dec 2009 (1y 11m 29d),$49.99 | More,~€382.74,~€155.75,✭✭✭✭✩ 3.9 214 ratings 35 reviews
7673,7673:  Magna Guard Starfighter,26 Jul 2008 - 31 Dec 2009 (1y 5m 5d),$44.99 | More,~€177.76,~€82.26,✭✭✭✭✩ 3.7 211 ratings 22 reviews
7674,7674:  V-19 Torrent,26 Jul 2008 - 31 Dec 2009 (1y 5m 5d),$54.99 | More,~€301.54,~€101.92,✭✭✭✭✩ 4.1 264 ratings 28 reviews
7675,7675:  AT-TE Walker,26 Jul 2008 - 30 Jun 2010 (1y 11m 3d),$89.99 | More,~€470.25,~€178.97,✭✭✭✭✭ 4.4 312 ratings 45 reviews
7676,7676:  Republic Attack Gunship,26 Jul 2008 - 30 Jun 2010 (1y 11m 3d),$119.99 | More,~€599.33,~€273.13,✭✭✭✭✭ 4.5 386 ratings 70 reviews
7678,7678:  Droid Gunship,26 Jul 2008 - 31 Dec 2008 (5m 5d),$29.99 | More,~€111.33,~€43.24,✭✭✭✭✩ 3.8 92 ratings 14 reviews
7679,7679:  Republic Fighter Tank,26 Jul 2008 - 31 Dec 2009 (1y 5m 5d),$49.99 | More,~€284.32,~€107.75,✭✭✭✭✭ 4.4 153 ratings 28 reviews
7680,7680:  The Twilight,26 Jul 2008 - 31 Dec 2009 (1y 5m 5d),$99.99 | More,~€267.95,~€147.78,✭✭✭✭✩ 4.0 135 ratings 9 reviews
7681,7681:  Separatist Spider Droid,26 Jul 2008 - 31 Dec 2009 (1y 5m 5d),$29.99 | More,~€376.47,~€156.94,✭✭✭✭✩ 3.8 237 ratings 48 reviews
7748,7748:  Corporate Alliance Tank Droid,1 Jun 2009 - 31 Dec 2010 (1y 6m 30d),$24.99 | More,~€85.45,~€42.18,✭✭✭✭✩ 3.9 379 ratings 37 reviews
7749,7749:  Echo Base,1 Jun 2009 - 31 Dec 2010 (1y 6m 30d),$24.99 | More,~€50.64,~€32.39,✭✭✭✭✩ 3.9 567 ratings 57 reviews
7751,7751:  Ahsoka's Starfighter and Vulture Droid,1 Jan 2009 - 31 Dec 2009 (11m 29d),$39.99 | More,~€188.81,~€127.55,✭✭✭✭✩ 4.1 145 ratings 14 reviews
7752,7752:  Count Dooku's Solar Sailer,1 Feb 2009 - 31 Dec 2010 (1y 10m 28d),$54.99 | More,~€233.80,~€118.59,✭✭✭✭✩ 3.7 197 ratings 19 reviews
7753,7753:  Pirate Tank,1 Aug 2009 - 31 Dec 2010 (1y 4m 30d),$39.99 | More,~€151.92,~€69.40,✭✭✭✭✩ 3.8 169 ratings 11 reviews
7754,7754:  Home One Mon Calamari Star Cruiser,1 Aug 2009 - 31 Dec 2010 (1y 4m 30d),$109.99 | More,~€163.18,~€130.20,✭✭✭✭✩ 4.1 228 ratings 14 reviews
7778,7778:  Midi-scale Millennium Falcon,1 Jul 2009 - 31 Dec 2010 (1y 6m),$39.99 | More,~€150.75,~€44.87,✭✭✭✭✩ 4.0 182 ratings 16 reviews
7868,7868:  Mace Windu's Jedi Starfighter,1 Jan 2011 - 31 Dec 2011 (11m 29d),$39.99 | More,~€238.81,~€164.38,✭✭✭✭✩ 3.9 156 ratings 8 reviews
7869,7869:  Battle for Geonosis,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$39.99 | More,~€216.93,~€134.84,✭✭✭✭✩ 4.0 272 ratings 10 reviews
7877,7877:  Naboo Starfighter,1 Aug 2011 - 31 Dec 2012 (1y 5m),$49.99 | More,~€157.67,~€45.66,✭✭✭✭✩ 3.9 192 ratings 4 reviews
7879,7879:  Hoth Echo Base,1 Aug 2011 - 31 Dec 2013 (2y 5m),$89.99 | More,~€169.07,~€108.87,✭✭✭✭✩ 3.9 227 ratings 7 reviews
7913,7913:  Clone Trooper Battle Pack,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$12.99 | More,~€65.28,~€29.54,✭✭✭✭✩ 4.0 837 ratings 32 reviews
7914,7914:  Mandalorian Battle Pack,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$12.99 | More,~€49.95,~€22.37,✭✭✭✭✩ 3.9 777 ratings 33 reviews
7915,7915:  Imperial V-wing Starfighter,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$19.99 | More,~€57.72,~€20.65,✭✭✭✭✩ 3.8 483 ratings 22 reviews
7929,7929:  The Battle of Naboo,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$24.99 | More,~€79.85,~€34.08,✭✭✭✭✩ 3.8 585 ratings 24 reviews
7930,7930:  Bounty Hunter Assault Gunship,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$49.99 | More,~€139.24,~€68.60,✭✭✭✭✩ 3.9 304 ratings 8 reviews
7931,7931:  T-6 Jedi Shuttle,1 Jan 2011 - 31 Dec 2012 (1y 11m 29d),$59.99 | More,~€211.33,~€88.61,✭✭✭✭✩ 3.8 286 ratings 14 reviews
7956,7956:  Ewok Attack,1 Aug 2011 - 31 Dec 2012 (1y 5m),$24.99 | More,~€54.18,~€31.86,✭✭✭✭✩ 3.7 474 ratings 18 reviews
7957,7957:  Sith Nightspeeder,1 Jun 2011 - 31 Dec 2012 (1y 7m),$24.99 | More,~€95.39,~€40.49,✭✭✭✭✩ 3.5 421 ratings 5 reviews
7958,7958:  LEGO Star Wars Advent Calendar,1 Sep 2011 - 31 Dec 2011 (3m 29d),$39.99 | More,~€56.42,~€32.38,✭✭✭✭✩ 3.7 222 ratings 8 reviews
7959,7959:  Geonosian Starfighter,1 Jun 2011 - 31 Dec 2012 (1y 7m),$29.99 | More,~€132.24,~€64.15,✭✭✭✭✩ 3.8 378 ratings 11 reviews
7961,7961:  Darth Maul's Sith Infiltrator,1 Jun 2011 - 31 Dec 2012 (1y 7m),$69.99 | More,~€133.17,~€53.30,✭✭✭✭✩ 3.8 266 ratings 9 reviews
7962,7962:  Anakin Skywalker and Sebulba's Podracers,1 Jun 2011 - 31 Dec 2012 (1y 7m),$89.99 | More,~€190.60,~€128.06,✭✭✭✭✩ 4.1 284 ratings 10 reviews
7964,7964:  Republic Frigate,1 Jun 2011 - 31 Dec 2012 (1y 7m),$119.99 | More,~€482.84,~€295.50,✭✭✭✭✭ 4.3 307 ratings 8 reviews
7965,7965:  Millennium Falcon,1 Jun 2011 - 31 Dec 2014 (3y 7m),$139.99 | More,~€149.10,~€101.05,✭✭✭✭✩ 4.2 749 ratings 29 reviews
8000,8000:  Pit Droid,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$20.00,~€64.94,~€34.82,✭✭✭✭✩ 3.6 89 ratings 6 reviews
8001,8001:  Battle Droid,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$30.00,~€98.02,~€45.44,✭✭✭✭✩ 3.8 103 ratings 6 reviews Brickset review
8002,8002:  Destroyer Droid,1 Jan 2000 - 31 Dec 2001 (1y 11m 29d),$50.00,~€214.96,~€130.44,✭✭✭✭✭ 4.3 96 ratings 11 reviews
8007,8007:  C-3PO,1 Jan 2001 - 31 Dec 2002 (1y 11m 28d),$35.00,~€102.05,~€45.46,✭✭✭✭✩ 3.5 47 ratings 2 reviews
8008,8008:  Stormtrooper,1 Jan 2001 - 31 Dec 2002 (1y 11m 28d),$35.00,~€53.81,~€20.17,✭✭✭✭✩ 3.7 39 ratings 3 reviews
8009,8009:  R2-D2,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$20.00,~€60.13,~€25.09,✭✭✭✭✩ 3.5 61 ratings 4 reviews
8010,8010:  Darth Vader,1 Jan 2002 - 31 Dec 2003 (1y 11m 28d),$40.00,~€93.41,~€38.96,✭✭✭✭✩ 3.9 56 ratings 4 reviews
8011,8011:  Jango Fett,23 Apr 2002 - 31 Dec 2003 (1y 8m 8d),$30.00,~€54.51,~€31.63,✭✭✭✭✩ 3.9 53 ratings 6 reviews
8012,8012:  Super Battle Droid,23 Apr 2002 - 31 Dec 2003 (1y 8m 8d),$35.00,~€64.74,~€45.93,✭✭✭✭✩ 3.8 44 ratings 4 reviews Brickset review
8014,8014:  Clone Walker Battle Pack,1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$11.99 | More,~€86.89,~€37.56,✭✭✭✭✭ 4.3 813 ratings 85 reviews
8015,8015:  Assassin Droids Battle Pack,1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$11.99 | More,~€39.47,~€10.94,✭✭✭✭✩ 3.4 541 ratings 35 reviews
8016,8016:  Hyena Droid Bomber,1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$19.99 | More,~€89.30,~€34.31,✭✭✭✭✩ 3.5 365 ratings 34 reviews
8017,8017:  Darth Vader's TIE Fighter,1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$29.99 | More,~€198.81,~€43.89,✭✭✭✭✩ 4.1 543 ratings 50 reviews
8018,8018:  Armored Assault Tank (AAT),1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$49.99 | More,~€176.46,~€65.45,✭✭✭✭✩ 4.2 396 ratings 47 reviews
8019,8019:  Republic Attack Shuttle,1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$59.99 | More,~€232.77,~€85.21,✭✭✭✭✩ 4.0 287 ratings 35 reviews
8028,8028:  TIE Fighter,1 Jan 2008 - 31 Dec 2013 (5y 11m 29d),$4.99,~€5.27,~€2.34,✭✭✭✭✩ 3.4 215 ratings 9 reviews
8029,8029:  Mini Snowspeeder,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
8031,8031:  V-19 Torrent,1 Jun 2008 - 31 Dec 2009 (1y 6m 30d),$3.99 | More,~€8.19,~€3.72,✭✭✭✭✩ 4.0 75 ratings 8 reviews
